ID,Description
COG1785,Belongs to the alkaline phosphatase family
COG1788,Acyl CoA acetate 3-ketoacid CoA transferase, alpha subunit
COG1792,Involved in formation and maintenance of cell shape
COG1793,dna ligase
COG1794,racemase activity, acting on amino acids and derivatives
COG1797,cobyrinic acid a,c-diamide synthase activity
COG1799,cell septum assembly
COG1801,Protein of unknown function DUF72
COG1802,Transcriptional regulator
COG1803,Methylglyoxal synthase
COG1804,L-carnitine dehydratase bile acid-inducible protein F
COG1806,Bifunctional serine threonine kinase and phosphorylase involved in the regulation of the
COG1807,4-amino-4-deoxy-L-arabinose transferase and related glycosyltransferases of PMT family
COG1808,Membrane
COG1813,peptidyl-tyrosine sulfation
COG1814,membrane
COG1815,bacterial-type flagellum-dependent cell motility
COG1816,Catalyzes the hydrolytic deamination of adenine to hypoxanthine. Plays an important role in the purine salvage pathway and in nitrogen catabolism
COG1819,glycosyl
COG1820,Belongs to the metallo-dependent hydrolases superfamily. NagA family
COG1825,This is one of the proteins that binds to the 5S RNA in the ribosome where it forms part of the central protuberance
COG1826,Part of the twin-arginine translocation (Tat) system that transports large folded proteins containing a characteristic twin-arginine motif in their signal peptide across membranes
COG1828,Part of the phosphoribosylformylglycinamidine synthase complex involved in the purines biosynthetic pathway. Catalyzes the ATP-dependent conversion of formylglycinamide ribonucleotide (FGAR) and glutamine to yield formylglycinamidine ribonucleotide (FGAM) and glutamate. The FGAM synthase complex is composed of three subunits. PurQ produces an ammonia molecule by converting glutamine to glutamate. PurL transfers the ammonia molecule to FGAR to form FGAM in an ATP-dependent manner. PurS interacts with PurQ and PurL and is thought to assist in the transfer of the ammonia molecule from PurQ to PurL
COG1830,Aldolase
COG1832,CoA-binding protein
COG1834,amidinotransferase
COG1835,transferase activity, transferring acyl groups other than amino-acyl groups
COG1837,Belongs to the UPF0109 family
COG1838,Catalyzes the reversible hydration of fumarate to (S)- malate
COG1840,ABC-type Fe3 transport system, periplasmic component
COG1841,ribosomal large subunit assembly
COG1842,Phage shock protein A
COG1843,Required for flagellar hook formation. May act as a scaffolding protein
COG1845,cytochrome c oxidase, subunit III
COG1846,Transcriptional regulator
COG1847,R3H domain protein
COG1853,conserved protein domain typically associated with flavoprotein oxygenases, DIM6 NTAB family
COG1854,S-ribosylhomocysteine lyase activity
COG1858,cytochrome C peroxidase
COG1862,Preprotein translocase
COG1863,multisubunit Na H antiporter MnhE subunit
COG1866,Involved in the gluconeogenesis. Catalyzes the conversion of oxaloacetate (OAA) to phosphoenolpyruvate (PEP) through direct phosphoryl transfer between the nucleoside triphosphate and OAA
COG1868,FliM is one of three proteins (FliG, FliN, FliM) that forms the rotor-mounted switch complex (C ring), located at the base of the basal body. This complex interacts with the CheY and CheZ chemotaxis proteins, in addition to contacting components of the motor that determine the direction of flagellar rotation
COG1871,Probably deamidates glutamine residues to glutamate on methyl-accepting chemotaxis receptors (MCPs), playing an important role in chemotaxis
COG1872,DUF167
COG1873,PFAM PRC-barrel domain
COG1874,Beta-galactosidase
COG1875,ATPase related to phosphate starvation-inducible protein PhoH
COG1876,peptidase activity
COG1877,trehalose-phosphatase activity
COG1878,Catalyzes the hydrolysis of N-formyl-L-kynurenine to L- kynurenine, the second step in the kynurenine pathway of tryptophan degradation
COG1879,ABC-type sugar transport system periplasmic component
COG1881,PFAM PEBP family protein
COG1882,Formate acetyltransferase
COG1884,Catalyzes the reversible interconversion of isobutyryl- CoA and n-butyryl-CoA, using radical chemistry. Also exhibits GTPase activity, associated with its G-protein domain (MeaI) that functions as a chaperone that assists cofactor delivery and proper holo-enzyme assembly
COG1886,FliN is one of three proteins (FliG, FliN, FliM) that form the rotor-mounted switch complex (C ring), located at the base of the basal body. This complex interacts with the CheY and CheZ chemotaxis proteins, in addition to contacting components of the motor that determine the direction of flagellar rotation
COG1887,Glycosyl glycerophosphate transferases involved in teichoic acid biosynthesis TagF TagB EpsJ RodC
COG1893,Catalyzes the NADPH-dependent reduction of ketopantoate into pantoic acid
COG1894,NDH-1 shuttles electrons from NADH, via FMN and iron- sulfur (Fe-S) centers, to quinones in the respiratory chain
COG1896,Catalyzes the strictly specific dephosphorylation of 2'- deoxyribonucleoside 5'-monophosphates
COG1897,L-methionine biosynthetic process from homoserine via O-succinyl-L-homoserine and cystathionine
COG1898,dTDP-4-dehydrorhamnose 3,5-epimerase activity
COG1902,pentaerythritol trinitrate reductase activity
COG1903,Catalyzes the methylation of C-1 in cobalt-precorrin-5B to form cobalt-precorrin-6A
COG1904,glucuronate isomerase
COG1905,PFAM NADH dehydrogenase (ubiquinone) 24 kDa subunit
COG1914,H( )-stimulated, divalent metal cation uptake system
COG1917,Cupin 2, conserved barrel domain protein
COG1918,ferrous iron import across plasma membrane
COG1921,L-seryl-tRNASec selenium transferase activity
COG1922,lipopolysaccharide N-acetylmannosaminouronosyltransferase activity
COG1923,regulation of RNA biosynthetic process
COG1925,phosphoenolpyruvate-dependent sugar phosphotransferase system
COG1929,Belongs to the glycerate kinase type-1 family
COG1932,Catalyzes the reversible conversion of 3- phosphohydroxypyruvate to phosphoserine and of 3-hydroxy-2-oxo-4- phosphonooxybutanoate to phosphohydroxythreonine
COG1934,Involved in the assembly of lipopolysaccharide (LPS). Required for the translocation of LPS from the inner membrane to the outer membrane. May form a bridge between the inner membrane and the outer membrane, via interactions with LptC and LptD, thereby facilitating LPS transfer across the periplasm
COG1937,Protein conserved in bacteria
COG1939,Involved in correct processing of both the 5' and 3' ends of 23S rRNA precursor. Processes 30S rRNA precursor transcript even in absence of ribonuclease 3 (Rnc)
COG1940,carbohydrate kinase activity
COG1942,4-Oxalocrotonate Tautomerase
COG1943,Transposase
COG1944,ATP diphosphatase activity
COG1946,Acyl-CoA thioesterase
COG1947,Catalyzes the phosphorylation of the position 2 hydroxy group of 4-diphosphocytidyl-2C-methyl-D-erythritol
COG1949,3'-to-5' exoribonuclease specific for small oligoribonucleotides
COG1950,PFAM Membrane protein of
COG1951,Catalyzes the reversible hydration of fumarate to (S)- malate
COG1952,One of the proteins required for the normal export of preproteins out of the cell cytoplasm. It is a molecular chaperone that binds to a subset of precursor proteins, maintaining them in a translocation-competent state. It also specifically binds to its receptor SecA
COG1956,GAF domain-containing protein
COG1957,nucleoside hydrolase
COG1959,2 iron, 2 sulfur cluster binding
COG1960,acyl-CoA dehydrogenase activity
COG1961,COG1961 Site-specific recombinases, DNA invertase Pin homologs
COG1966,Carbon starvation protein
COG1968,undecaprenyl-diphosphatase activity
COG1970,mechanosensitive ion channel activity
COG1971,Probably functions as a manganese efflux pump
COG1972,Belongs to the concentrative nucleoside transporter (CNT) (TC 2.A.41) family
COG1974,Represses a number of genes involved in the response to DNA damage (SOS response), including recA and lexA. In the presence of single-stranded DNA, RecA interacts with LexA causing an autocatalytic cleavage which disrupts the DNA-binding part of LexA, leading to derepression of the SOS regulon and eventually DNA repair
COG1975,Xanthine and CO dehydrogenases maturation factor, XdhC CoxF family
COG1977,Involved in sulfur transfer in the conversion of molybdopterin precursor Z to molybdopterin
COG1979,alcohol dehydrogenase
COG1981,membrane
COG1982,Orn Lys Arg decarboxylase major
COG1983,PspC domain protein
COG1984,allophanate hydrolase subunit 2
COG1985,Converts 2,5-diamino-6-(ribosylamino)-4(3h)-pyrimidinone 5'-phosphate into 5-amino-6-(ribosylamino)-2,4(1h,3h)- pyrimidinedione 5'-phosphate
COG1987,bacterial-type flagellum assembly
COG1988,membrane-bound metal-dependent
30XVM,COG COG1989 Type II secretory pathway, prepilin signal peptidase PulO and related peptidases
33AER,COG1989 Type II secretory pathway, prepilin signal peptidase PulO and related peptidases
COG1989,Cleaves type-4 fimbrial leader sequence and methylates the N-terminal (generally Phe) residue
COG1994,Peptidase M50
COG1995,Catalyzes the NAD(P)-dependent oxidation of 4- (phosphohydroxy)-L-threonine (HTP) into 2-amino-3-oxo-4- (phosphohydroxy)butyric acid which spontaneously decarboxylates to form 3-amino-2-oxopropyl phosphate (AHAP)
COG1999,signal sequence binding
COG2001,Belongs to the MraZ family
COG2002,toxin-antitoxin pair type II binding
COG2003,Belongs to the UPF0758 family
COG2005,Transcriptional regulator
COG2008,Catalyzes the cleavage of L-allo-threonine and L- threonine to glycine and acetaldehyde
COG2009,succinate dehydrogenase
COG2010,Cytochrome c
COG2011,ABC-type metal ion transport system permease component
COG2013,TIGRFAM TIGR00266 family protein
COG2017,converts alpha-aldose to the beta-anomer
COG2020,methyltransferase activity
COG2021,Transfers an acetyl group from acetyl-CoA to L- homoserine, forming acetyl-L-homoserine
COG2022,thiamine diphosphate biosynthetic process
COG2025,fatty acid beta-oxidation using acyl-CoA dehydrogenase
COG2026,Addiction module toxin, RelE StbE family
COG2027,D-alanyl-D-alanine carboxypeptidase
COG2030,dehydratase
COG2032,superoxide dismutase activity
COG2035,Membrane
COG2038,nicotinate-nucleotide-dimethylbenzimidazole phosphoribosyltransferase activity
COG2039,Removes 5-oxoproline from various penultimate amino acid residues except L-proline
COG2040,homocysteine
COG2041,Part of the MsrPQ system that repairs oxidized periplasmic proteins containing methionine sulfoxide residues (Met-O), using respiratory chain electrons. Thus protects these proteins from oxidative-stress damage caused by reactive species of oxygen and chlorine generated by the host defense mechanisms. MsrPQ is essential for the maintenance of envelope integrity under bleach stress, rescuing a wide series of structurally unrelated periplasmic proteins from methionine oxidation. The catalytic subunit MsrP is non-stereospecific, being able to reduce both (R-) and (S-) diastereoisomers of methionine sulfoxide
COG2049,5-oxoprolinase (ATP-hydrolyzing) activity
COG2050,protein possibly involved in aromatic compounds catabolism
COG2055,Belongs to the LDH2 MDH2 oxidoreductase family
COG2057,Acyl CoA acetate 3-ketoacid CoA transferase beta subunit
COG2059,Chromate
COG2060,Part of the high-affinity ATP-driven potassium transport (or Kdp) system, which catalyzes the hydrolysis of ATP coupled with the electrogenic transport of potassium into the cytoplasm. This subunit binds and transports the potassium across the cytoplasmic membrane
COG2062,phosphohistidine phosphatase, SixA
COG2063,Assembles around the rod to form the L-ring and probably protects the motor basal body from shearing forces during rotation
COG2064,Type II secretion system (T2SS), protein F
COG2065,Also displays a weak uracil phosphoribosyltransferase activity which is not physiologically significant
COG2066,Belongs to the glutaminase family
COG2067,long-chain fatty acid transport protein
COG2068,MobA-Related Protein
COG2070,2-Nitropropane dioxygenase
2ZJYR,Uncharacterized conserved protein (COG2071)
COG2071,gamma-glutamyl-gamma-aminobutyrate hydrolase activity
COG3361,conserved protein (COG2071)
COG2072,flavoprotein involved in K transport
COG2073,Cobalamin biosynthesis protein cbiG
COG2076,Multidrug Resistance protein
COG2077,Thiol-specific peroxidase that catalyzes the reduction of hydrogen peroxide and organic hydroperoxides to water and alcohols, respectively. Plays a role in cell protection against oxidative stress by detoxifying peroxides
COG2079,MmgE PrpD family protein
COG2080,2 iron, 2 sulfur cluster binding
COG2081,HI0933 family
COG2082,Precorrin-8x methylmutase
